tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
65,88.48,5702.05,Month-to-month,No,1,Credit card,1
29,32.54,902.06,Two year,Fiber optic,3,Mailed check,1
50,98.65,4908.92,Two year,Fiber optic,1,Credit card,0
13,21.81,299.41,Month-to-month,No,2,Electronic check,1
1,68.27,17.32,One year,DSL,3,Electronic check,0
34,53.1,1786.44,Month-to-month,No,4,Bank transfer,1
48,94.03,4479.98,One year,Fiber optic,1,Credit card,1
48,51.28,2437.93,One year,No,1,Credit card,1
49,102.68,5047.88,Month-to-month,DSL,3,Electronic check,1
64,79.5,5115.26,Two year,Fiber optic,2,Bank transfer,0
61,99.39,5988.91,One year,No,1,Mailed check,0
29,118.93,3465.41,Two year,Fiber optic,1,Mailed check,0
39,87.92,3586.01,Month-to-month,DSL,2,Bank transfer,1
26,118.5,3158.08,Month-to-month,DSL,0,Bank transfer,1
17,22.88,356.93,One year,Fiber optic,1,Mailed check,1
71,53.81,3827.39,Two year,Fiber optic,2,Electronic check,0
13,30.79,398.53,Month-to-month,Fiber optic,0,Electronic check,1
69,46.23,3212.88,Month-to-month,DSL,4,Bank transfer,1
26,103.89,2680.0,Month-to-month,No,2,Electronic check,0
49,23.23,1124.93,Month-to-month,Fiber optic,2,Electronic check,0
67,72.02,4788.68,One year,DSL,0,Credit card,0
7,76.71,591.76,One year,DSL,0,Mailed check,1
58,76.12,4430.23,Two year,Fiber optic,1,Bank transfer,0
49,67.53,3324.88,One year,Fiber optic,1,Mailed check,1
53,99.06,5311.11,Month-to-month,Fiber optic,1,Credit card,1
65,33.35,2229.69,One year,Fiber optic,1,Electronic check,0
62,51.06,3217.8,One year,DSL,5,Electronic check,1
17,81.57,1446.89,Two year,No,4,Credit card,1
43,89.1,3909.22,Month-to-month,No,0,Mailed check,0
25,60.41,1462.04,Month-to-month,DSL,3,Credit card,1
3,107.54,307.68,Month-to-month,No,2,Electronic check,1
29,61.55,1820.38,Month-to-month,Fiber optic,2,Electronic check,1
32,60.28,1884.61,Month-to-month,Fiber optic,4,Mailed check,1
26,23.62,595.98,One year,Fiber optic,1,Electronic check,0
16,75.11,1211.55,One year,No,4,Mailed check,1
25,90.87,2260.2,Month-to-month,No,3,Bank transfer,0
54,31.44,1701.27,Month-to-month,Fiber optic,4,Electronic check,0
28,50.54,1357.94,Two year,DSL,1,Electronic check,1
56,98.13,5493.15,Month-to-month,Fiber optic,2,Mailed check,1
65,56.59,3685.18,Month-to-month,DSL,3,Bank transfer,1
41,44.16,1891.32,Month-to-month,Fiber optic,1,Electronic check,0
51,87.22,4434.79,Month-to-month,No,1,Electronic check,0
71,39.68,2784.47,Month-to-month,DSL,1,Bank transfer,0
29,109.57,3213.04,One year,DSL,2,Electronic check,1
19,30.56,421.9,Two year,Fiber optic,0,Mailed check,1
66,90.65,5967.36,One year,DSL,5,Bank transfer,1
41,69.95,2842.46,Month-to-month,DSL,3,Bank transfer,1
45,106.99,4827.73,Month-to-month,Fiber optic,2,Credit card,1
15,32.62,551.6,Two year,No,2,Electronic check,1
3,87.79,340.93,Two year,Fiber optic,2,Bank transfer,1
11,77.21,861.61,Month-to-month,Fiber optic,1,Bank transfer,0
53,68.01,3526.89,Month-to-month,Fiber optic,1,Bank transfer,1
46,69.14,3154.76,One year,DSL,0,Credit card,0
30,92.2,2745.7,Month-to-month,No,4,Electronic check,1
57,113.77,6503.49,Month-to-month,Fiber optic,1,Bank transfer,1
18,29.13,527.07,Month-to-month,No,4,Electronic check,1
51,21.95,1085.05,Month-to-month,No,0,Bank transfer,1
48,100.57,4764.8,Month-to-month,DSL,2,Mailed check,1
66,30.82,1990.49,Month-to-month,No,1,Bank transfer,1
8,118.67,904.09,Month-to-month,No,3,Bank transfer,1
22,81.93,1883.64,One year,Fiber optic,3,Credit card,0
6,85.09,472.04,One year,DSL,1,Bank transfer,1
57,39.89,2276.69,Month-to-month,Fiber optic,3,Mailed check,1
36,44.03,1633.55,Two year,DSL,1,Bank transfer,1
57,85.94,4908.04,Month-to-month,Fiber optic,1,Mailed check,0
49,110.97,5383.36,Month-to-month,DSL,2,Mailed check,1
45,118.24,5370.01,Month-to-month,Fiber optic,2,Mailed check,1
66,39.8,2644.71,One year,No,3,Credit card,0
45,33.41,1394.26,Month-to-month,DSL,2,Electronic check,0
20,25.64,575.09,Month-to-month,Fiber optic,4,Electronic check,1
64,106.83,6880.77,One year,DSL,0,Mailed check,0
67,49.47,3331.51,Month-to-month,Fiber optic,2,Credit card,1
3,20.18,142.28,One year,Fiber optic,0,Credit card,0
54,42.38,2331.14,One year,DSL,1,Electronic check,0
64,54.04,3515.22,Two year,Fiber optic,2,Mailed check,0
40,119.1,4815.76,Month-to-month,No,2,Electronic check,1
59,72.35,4306.75,Month-to-month,DSL,2,Electronic check,1
55,40.47,2136.38,Two year,Fiber optic,2,Credit card,0
62,53.48,3232.3,One year,Fiber optic,5,Credit card,0
4,53.03,254.67,One year,DSL,2,Bank transfer,1
60,21.97,1379.94,Month-to-month,No,3,Credit card,1
30,33.52,970.29,Month-to-month,Fiber optic,1,Credit card,1
2,89.52,123.35,Month-to-month,DSL,2,Electronic check,0
62,32.03,1998.69,Month-to-month,DSL,1,Credit card,1
49,43.07,2038.0,Month-to-month,Fiber optic,1,Credit card,1
9,55.07,487.22,Month-to-month,Fiber optic,4,Electronic check,1
31,95.77,2951.22,Month-to-month,Fiber optic,0,Credit card,1
61,78.24,4761.42,Month-to-month,Fiber optic,0,Credit card,1
48,88.9,4361.42,Month-to-month,Fiber optic,3,Bank transfer,0
25,76.7,1885.83,Month-to-month,Fiber optic,2,Mailed check,1
36,88.36,3183.6,Month-to-month,Fiber optic,4,Bank transfer,1
8,20.28,96.67,Month-to-month,No,1,Credit card,1
58,113.09,6606.23,Month-to-month,No,2,Electronic check,0
45,31.09,1390.16,Month-to-month,Fiber optic,2,Electronic check,0
62,60.62,3817.66,One year,Fiber optic,2,Mailed check,0
39,97.1,3664.19,Month-to-month,DSL,3,Electronic check,1
58,63.52,3681.43,One year,DSL,0,Credit card,0
64,114.68,7346.4,Two year,Fiber optic,2,Bank transfer,1
44,66.76,2982.97,One year,Fiber optic,1,Mailed check,0
29,107.49,3085.22,Month-to-month,DSL,3,Bank transfer,1
59,101.08,6003.23,Month-to-month,Fiber optic,1,Electronic check,0
71,118.1,8358.63,One year,No,1,Credit card,1
9,112.65,1018.58,Two year,No,1,Mailed check,0
6,109.81,704.97,Two year,Fiber optic,4,Electronic check,1
29,93.16,2655.16,Month-to-month,Fiber optic,0,Electronic check,0
58,56.7,3325.62,One year,DSL,1,Bank transfer,1
17,30.61,537.16,Two year,Fiber optic,2,Electronic check,1
16,88.86,1405.15,One year,No,4,Bank transfer,1
3,117.87,320.19,Month-to-month,No,3,Electronic check,1
21,92.66,1840.83,Month-to-month,Fiber optic,1,Bank transfer,1
64,112.87,7219.85,Month-to-month,DSL,1,Bank transfer,1
36,100.43,3598.9,Month-to-month,Fiber optic,1,Credit card,1
62,36.31,2283.27,One year,Fiber optic,1,Mailed check,0
42,44.92,1913.56,Two year,No,3,Mailed check,0
42,54.19,2329.34,Two year,DSL,3,Credit card,0
61,36.83,2301.73,Month-to-month,Fiber optic,2,Electronic check,1
13,78.17,1173.92,One year,DSL,2,Electronic check,0
11,117.55,1318.68,Month-to-month,Fiber optic,4,Mailed check,0
54,96.15,5148.85,One year,Fiber optic,1,Bank transfer,0
16,62.34,1038.73,One year,Fiber optic,1,Bank transfer,0
8,20.45,243.9,Month-to-month,Fiber optic,0,Mailed check,1
59,51.33,3052.07,Month-to-month,Fiber optic,1,Mailed check,0
57,72.68,4036.31,Month-to-month,DSL,3,Credit card,1
40,52.43,2124.77,Month-to-month,DSL,4,Electronic check,0
59,31.1,1803.61,Two year,No,3,Bank transfer,0
2,64.28,62.46,Month-to-month,DSL,1,Credit card,1
10,45.33,462.59,Month-to-month,DSL,3,Mailed check,0
44,110.92,4804.33,Month-to-month,DSL,1,Credit card,1
11,30.18,383.09,Two year,DSL,4,Credit card,0
2,24.92,86.37,Month-to-month,Fiber optic,4,Bank transfer,1
50,20.53,1022.24,Month-to-month,Fiber optic,3,Credit card,0
12,52.81,606.18,One year,No,0,Bank transfer,1
23,86.04,1969.68,Month-to-month,Fiber optic,2,Mailed check,1
18,93.04,1624.2,Month-to-month,DSL,1,Bank transfer,1
62,65.33,4046.37,One year,Fiber optic,1,Electronic check,1
62,88.43,5340.61,Month-to-month,No,1,Mailed check,1
38,55.99,2132.11,Two year,No,0,Bank transfer,0
67,86.78,5820.01,Month-to-month,Fiber optic,3,Mailed check,1
38,24.06,956.52,Month-to-month,DSL,1,Credit card,1
67,59.08,3973.04,Month-to-month,No,2,Mailed check,0
61,99.08,6093.05,One year,Fiber optic,2,Bank transfer,1
1,100.3,127.65,Month-to-month,Fiber optic,0,Credit card,1
45,91.61,4174.5,Month-to-month,DSL,2,Electronic check,1
28,40.42,1262.94,Month-to-month,Fiber optic,2,Mailed check,0
21,44.72,960.13,Month-to-month,DSL,1,Bank transfer,1
13,119.61,1564.12,One year,DSL,4,Mailed check,0
27,30.34,878.47,Two year,DSL,4,Mailed check,0
7,38.07,243.05,One year,DSL,2,Bank transfer,0
22,33.0,720.1,Month-to-month,Fiber optic,7,Electronic check,1
53,52.77,2817.62,Month-to-month,DSL,1,Bank transfer,0
4,41.02,167.69,One year,DSL,2,Mailed check,1
23,69.77,1608.08,Two year,DSL,3,Electronic check,0
70,67.6,4777.13,Month-to-month,DSL,2,Electronic check,1
33,110.15,3550.17,Month-to-month,Fiber optic,3,Electronic check,1
28,23.47,758.94,Month-to-month,DSL,5,Electronic check,1
8,51.99,440.2,Month-to-month,DSL,2,Mailed check,0
1,79.67,59.65,Month-to-month,Fiber optic,0,Bank transfer,1
37,80.48,3059.17,Two year,DSL,2,Bank transfer,0
63,68.01,4289.97,Month-to-month,DSL,2,Credit card,1
22,101.57,2240.96,Month-to-month,No,4,Credit card,1
70,26.27,1828.32,Month-to-month,Fiber optic,1,Credit card,0
21,101.55,2205.91,Two year,No,0,Electronic check,1
35,69.48,2431.17,Month-to-month,Fiber optic,2,Electronic check,1
5,33.38,138.96,Month-to-month,No,1,Bank transfer,1
60,108.57,6564.15,Month-to-month,DSL,0,Electronic check,0
46,84.92,3965.6,Month-to-month,Fiber optic,3,Bank transfer,0
50,36.35,1898.06,One year,Fiber optic,4,Credit card,1
48,23.36,1153.2,Month-to-month,No,6,Bank transfer,1
6,34.11,261.98,Month-to-month,Fiber optic,1,Electronic check,1
56,80.88,4516.31,One year,No,2,Bank transfer,0
59,37.93,2289.14,Month-to-month,Fiber optic,4,Bank transfer,1
29,42.58,1271.84,Month-to-month,Fiber optic,0,Bank transfer,1
71,22.51,1625.02,Two year,No,1,Electronic check,1
18,92.29,1583.42,Month-to-month,No,2,Mailed check,1
2,101.04,182.66,One year,Fiber optic,4,Credit card,1
8,99.68,795.19,One year,DSL,4,Mailed check,1
54,32.76,1795.45,Two year,DSL,2,Mailed check,0
38,110.33,4312.58,Month-to-month,DSL,1,Mailed check,1
48,87.23,4229.9,Month-to-month,DSL,2,Mailed check,0
27,109.75,2922.83,Month-to-month,DSL,2,Electronic check,0
20,64.72,1270.31,Month-to-month,Fiber optic,1,Electronic check,1
12,63.7,833.84,Month-to-month,No,2,Mailed check,1
43,98.45,4207.3,Two year,DSL,2,Mailed check,1
61,29.33,1840.05,Two year,Fiber optic,2,Bank transfer,0
31,72.09,2240.57,Month-to-month,DSL,2,Bank transfer,1
61,103.64,6313.62,Month-to-month,No,4,Credit card,0
67,103.02,6876.84,Month-to-month,DSL,4,Credit card,1
35,115.61,3894.14,Two year,Fiber optic,1,Credit card,0
15,89.83,1374.4,Month-to-month,No,2,Bank transfer,1
16,40.78,599.83,Month-to-month,DSL,3,Mailed check,1
13,22.03,215.45,Two year,Fiber optic,2,Mailed check,0
35,67.94,2390.34,Month-to-month,No,5,Credit card,1
59,71.37,4262.33,One year,DSL,1,Credit card,0
21,44.03,839.71,Month-to-month,No,1,Electronic check,1
54,32.47,1803.54,One year,No,2,Credit card,1
30,78.62,2313.46,Month-to-month,DSL,1,Bank transfer,1
48,96.43,4660.87,Month-to-month,DSL,2,Bank transfer,0
35,119.32,4204.99,Two year,Fiber optic,0,Credit card,0
38,95.83,3631.22,One year,No,1,Credit card,0
31,99.36,3081.75,Month-to-month,DSL,1,Electronic check,1
24,81.65,1939.7,Month-to-month,Fiber optic,0,Electronic check,0
49,118.59,5824.2,Month-to-month,DSL,0,Electronic check,0
32,84.0,2700.6,One year,No,0,Bank transfer,0
55,106.03,5785.2,Month-to-month,Fiber optic,3,Electronic check,1
58,114.58,6577.66,One year,Fiber optic,1,Mailed check,0
3,112.99,389.38,Month-to-month,Fiber optic,2,Mailed check,1
69,58.14,4021.97,Month-to-month,No,2,Mailed check,1
10,27.87,322.15,One year,DSL,3,Electronic check,0
25,37.19,896.16,Month-to-month,Fiber optic,0,Bank transfer,1
68,25.92,1721.5,Two year,DSL,1,Bank transfer,0
61,30.54,1812.33,Month-to-month,Fiber optic,3,Electronic check,1
29,38.47,1106.45,Month-to-month,Fiber optic,2,Credit card,0
19,54.11,1039.7,Month-to-month,Fiber optic,3,Credit card,1
43,74.35,3170.03,Month-to-month,Fiber optic,3,Electronic check,1
66,91.17,6095.34,Month-to-month,Fiber optic,0,Bank transfer,1
61,41.09,2474.55,Month-to-month,No,2,Mailed check,1
43,87.25,3764.29,One year,DSL,2,Credit card,0
25,90.43,2216.5,Month-to-month,DSL,0,Mailed check,1
20,75.86,1483.59,Month-to-month,No,1,Bank transfer,1
48,110.36,5293.05,Month-to-month,No,0,Credit card,0
24,31.1,704.76,Month-to-month,Fiber optic,1,Electronic check,1
11,37.71,419.3,Month-to-month,No,1,Mailed check,0
55,62.87,3479.67,Month-to-month,Fiber optic,0,Mailed check,1
28,32.67,969.46,Month-to-month,No,2,Mailed check,0
69,76.63,5233.45,Month-to-month,Fiber optic,1,Electronic check,0
63,59.84,3778.32,Month-to-month,DSL,1,Electronic check,0
59,48.46,2856.02,One year,Fiber optic,0,Mailed check,0
5,37.0,92.59,One year,No,3,Electronic check,0
51,53.53,2673.79,Month-to-month,DSL,5,Credit card,1
21,80.8,1720.46,Two year,No,0,Bank transfer,0
12,77.58,863.31,Month-to-month,Fiber optic,0,Credit card,1
50,36.36,1814.45,Month-to-month,Fiber optic,1,Electronic check,1
4,32.49,23.85,One year,Fiber optic,5,Bank transfer,0
42,22.67,946.89,One year,Fiber optic,3,Mailed check,0
38,21.24,704.54,Two year,Fiber optic,3,Mailed check,0
25,107.98,2669.3,Two year,DSL,4,Bank transfer,0
14,24.51,321.24,Month-to-month,No,0,Credit card,1
32,93.12,2986.06,Two year,Fiber optic,1,Mailed check,0
11,107.2,1166.56,Two year,No,1,Mailed check,0
61,29.81,1756.36,Month-to-month,Fiber optic,1,Mailed check,0
18,63.63,1084.48,Two year,Fiber optic,2,Electronic check,1
27,116.23,3057.51,Month-to-month,Fiber optic,1,Credit card,1
55,103.41,5698.09,One year,No,1,Electronic check,1
54,68.97,3732.52,Month-to-month,DSL,0,Bank transfer,0
21,96.26,2054.87,Month-to-month,No,2,Bank transfer,1
44,103.34,4521.85,Month-to-month,Fiber optic,3,Electronic check,1
5,54.8,187.3,Month-to-month,No,3,Mailed check,0
41,109.22,4462.03,One year,No,3,Electronic check,0
59,67.05,3956.34,Month-to-month,Fiber optic,2,Credit card,0
54,72.78,3871.92,Month-to-month,Fiber optic,2,Mailed check,1
22,119.97,2585.86,Month-to-month,Fiber optic,3,Bank transfer,1
65,104.33,6804.02,One year,No,2,Credit card,0
64,56.18,3600.36,One year,Fiber optic,3,Bank transfer,1
71,21.03,1550.1,One year,Fiber optic,1,Credit card,0
4,82.62,416.57,One year,Fiber optic,4,Credit card,0
65,90.39,5800.3,Month-to-month,Fiber optic,2,Credit card,1
15,85.08,1255.26,Month-to-month,Fiber optic,3,Bank transfer,0
22,116.79,2575.48,Month-to-month,DSL,1,Electronic check,1
47,106.3,5014.14,Two year,DSL,3,Electronic check,1
46,64.88,3035.42,One year,No,1,Mailed check,0
14,26.29,404.43,Month-to-month,No,1,Bank transfer,1
50,67.61,3437.22,Month-to-month,DSL,6,Mailed check,1
20,88.92,1781.56,Month-to-month,No,2,Mailed check,1
50,80.77,4007.12,One year,DSL,3,Credit card,0
33,73.81,2533.35,Month-to-month,Fiber optic,3,Credit card,1
59,66.88,3953.7,One year,DSL,2,Electronic check,1
43,49.38,2111.08,Month-to-month,No,2,Electronic check,1
12,47.73,519.21,Month-to-month,No,1,Mailed check,1
40,70.02,2808.9,Two year,Fiber optic,2,Mailed check,0
20,36.06,771.43,Month-to-month,DSL,5,Mailed check,1
38,54.07,2029.58,Two year,Fiber optic,2,Electronic check,1
3,52.4,150.52,Month-to-month,Fiber optic,1,Mailed check,1
28,78.71,2216.43,Month-to-month,DSL,3,Electronic check,0
56,26.67,1517.03,Month-to-month,Fiber optic,1,Bank transfer,1
13,102.97,1325.58,One year,Fiber optic,2,Bank transfer,1
66,76.24,5012.02,One year,DSL,3,Mailed check,0
37,87.08,3196.52,Month-to-month,DSL,2,Electronic check,1
49,90.31,4369.83,Month-to-month,Fiber optic,0,Bank transfer,1
66,49.15,3205.29,Month-to-month,Fiber optic,1,Electronic check,0
36,67.04,2373.48,Month-to-month,No,3,Electronic check,1
54,115.62,6166.62,Month-to-month,DSL,4,Bank transfer,1
26,96.67,2563.08,Month-to-month,Fiber optic,1,Mailed check,1
40,116.96,4696.21,Month-to-month,Fiber optic,5,Mailed check,1
43,94.63,4076.01,Month-to-month,DSL,1,Bank transfer,1
22,37.56,891.55,Month-to-month,Fiber optic,1,Credit card,1
20,26.45,564.96,Month-to-month,DSL,5,Electronic check,1
8,77.77,582.65,Month-to-month,DSL,1,Credit card,1
29,55.78,1676.33,Month-to-month,Fiber optic,2,Mailed check,0
40,47.55,1950.44,One year,Fiber optic,4,Electronic check,0
30,100.72,2965.74,Month-to-month,No,1,Bank transfer,1
55,56.7,3163.6,Month-to-month,DSL,2,Mailed check,0
16,51.7,803.84,Month-to-month,Fiber optic,0,Mailed check,1
46,105.0,4879.8,One year,DSL,2,Mailed check,0
62,104.63,6470.08,Month-to-month,DSL,3,Bank transfer,1
7,55.64,362.79,Two year,No,1,Bank transfer,1
45,103.25,4624.73,Month-to-month,Fiber optic,2,Credit card,1
59,105.08,6150.98,Month-to-month,DSL,3,Bank transfer,1
56,62.39,3419.99,Month-to-month,Fiber optic,0,Credit card,1
48,26.65,1154.12,Month-to-month,No,0,Electronic check,0
27,20.16,491.54,Month-to-month,DSL,3,Electronic check,0
53,72.33,3964.98,Month-to-month,DSL,1,Electronic check,0
35,54.41,1928.18,Month-to-month,DSL,2,Mailed check,1
51,119.71,6198.58,Month-to-month,No,2,Mailed check,1
37,97.24,3582.01,Month-to-month,DSL,1,Mailed check,0
57,96.13,5455.85,Month-to-month,DSL,2,Bank transfer,1
8,115.52,1010.02,Month-to-month,Fiber optic,1,Bank transfer,1
20,108.77,2194.24,One year,Fiber optic,3,Credit card,1
53,51.82,2698.63,Month-to-month,No,5,Mailed check,1
12,36.6,470.83,Month-to-month,Fiber optic,1,Bank transfer,1
49,94.59,4697.42,Month-to-month,Fiber optic,3,Electronic check,1
17,57.83,911.67,Month-to-month,No,0,Electronic check,1
64,67.32,4331.54,Month-to-month,DSL,1,Bank transfer,0
42,83.04,3419.58,Month-to-month,DSL,2,Electronic check,1
29,110.79,3272.67,Month-to-month,Fiber optic,2,Electronic check,1
19,61.91,1187.8,Two year,Fiber optic,0,Credit card,0
11,98.33,1113.13,Month-to-month,Fiber optic,2,Electronic check,1
50,46.83,2330.83,Month-to-month,DSL,0,Mailed check,0
71,89.8,6286.52,One year,Fiber optic,2,Bank transfer,1
58,20.16,1147.09,Month-to-month,Fiber optic,3,Bank transfer,1
34,107.15,3689.62,Two year,No,3,Mailed check,1
20,23.04,560.44,Month-to-month,No,2,Electronic check,1
50,91.28,4577.88,Month-to-month,DSL,5,Credit card,1
10,24.63,211.94,One year,No,2,Credit card,0
32,46.62,1518.77,Two year,DSL,3,Mailed check,1
52,69.72,3667.45,One year,No,0,Electronic check,0
15,61.99,936.55,Month-to-month,Fiber optic,1,Mailed check,0
3,39.18,121.11,Month-to-month,Fiber optic,1,Credit card,1
37,53.38,1985.8,Month-to-month,Fiber optic,1,Electronic check,0
40,92.77,3713.0,One year,DSL,2,Mailed check,0
40,86.93,3491.92,Month-to-month,DSL,1,Mailed check,1
56,27.18,1613.54,Month-to-month,DSL,5,Electronic check,1
23,94.73,2077.16,One year,No,0,Credit card,0
11,25.3,266.43,Two year,Fiber optic,0,Electronic check,0
64,74.29,4708.11,Month-to-month,DSL,2,Credit card,1
8,46.01,427.09,One year,No,2,Bank transfer,0
56,78.77,4404.02,Month-to-month,DSL,0,Credit card,1
60,46.13,2795.96,Month-to-month,No,3,Credit card,1
10,118.5,1256.32,Month-to-month,Fiber optic,2,Bank transfer,1
39,50.97,1933.89,Month-to-month,Fiber optic,0,Mailed check,1
28,44.2,1211.11,One year,DSL,3,Mailed check,1
49,47.85,2410.68,One year,No,5,Credit card,1
36,109.65,3891.25,Month-to-month,DSL,1,Bank transfer,1
13,83.62,1062.4,One year,DSL,2,Bank transfer,0
36,93.07,3270.44,Month-to-month,Fiber optic,0,Electronic check,1
26,111.8,2975.0,Month-to-month,No,1,Credit card,1
4,111.19,415.69,Month-to-month,DSL,3,Bank transfer,1
64,93.89,6026.81,One year,Fiber optic,0,Mailed check,1
38,39.78,1545.53,Month-to-month,Fiber optic,3,Bank transfer,0
22,104.34,2255.26,Month-to-month,Fiber optic,2,Bank transfer,0
2,40.38,-14.44,Month-to-month,Fiber optic,3,Bank transfer,1
31,94.29,2912.01,Month-to-month,DSL,2,Bank transfer,0
11,88.56,962.37,One year,DSL,3,Mailed check,0
46,95.89,4407.86,Month-to-month,Fiber optic,1,Bank transfer,0
62,73.27,4539.9,Month-to-month,DSL,1,Credit card,1
69,83.87,5762.27,Two year,Fiber optic,0,Bank transfer,0
64,115.33,7354.37,Month-to-month,DSL,2,Mailed check,1
10,30.11,315.97,One year,Fiber optic,0,Credit card,0
40,50.88,1994.2,Month-to-month,Fiber optic,2,Bank transfer,1
24,81.14,1942.49,Month-to-month,No,3,Mailed check,0
44,116.41,5093.69,One year,Fiber optic,4,Credit card,1
60,29.56,1788.23,Month-to-month,DSL,1,Bank transfer,0
62,22.25,1435.23,Two year,DSL,0,Bank transfer,0
17,25.57,492.24,Month-to-month,Fiber optic,2,Bank transfer,1
65,25.24,1705.1,Month-to-month,Fiber optic,2,Credit card,1
57,110.78,6297.85,One year,Fiber optic,3,Electronic check,0
55,92.13,5054.42,Month-to-month,Fiber optic,4,Bank transfer,1
53,87.71,4585.22,Month-to-month,No,3,Mailed check,0
56,72.26,4029.28,Two year,No,4,Electronic check,0
9,98.2,868.42,One year,DSL,3,Bank transfer,0
22,35.56,751.57,Month-to-month,Fiber optic,0,Mailed check,1
13,59.19,738.43,One year,DSL,2,Bank transfer,1
48,69.0,3227.14,Two year,Fiber optic,1,Mailed check,1
18,31.04,491.64,Month-to-month,Fiber optic,1,Bank transfer,1
40,61.95,2480.28,Month-to-month,Fiber optic,0,Mailed check,1
17,51.65,882.16,Month-to-month,DSL,2,Mailed check,1
15,23.56,377.53,Two year,No,2,Electronic check,1
15,33.67,492.16,One year,DSL,0,Electronic check,0
63,96.4,6074.01,One year,DSL,0,Credit card,0
39,21.8,912.87,Two year,DSL,1,Mailed check,0
13,113.43,1471.88,Month-to-month,Fiber optic,2,Mailed check,1
32,28.64,884.96,Month-to-month,DSL,5,Electronic check,1
9,99.92,839.77,Month-to-month,DSL,5,Credit card,1
40,109.86,4434.34,Month-to-month,DSL,2,Mailed check,1
20,114.11,2197.1,One year,DSL,2,Bank transfer,1
63,106.75,6683.18,One year,DSL,4,Bank transfer,1
44,48.76,2166.15,Month-to-month,DSL,1,Credit card,1
38,53.31,1930.4,Month-to-month,Fiber optic,2,Mailed check,0
60,62.65,3728.56,One year,Fiber optic,1,Mailed check,0
71,33.93,2415.46,Month-to-month,DSL,5,Electronic check,1
48,22.23,1047.74,Month-to-month,Fiber optic,3,Electronic check,0
18,106.91,1875.28,Month-to-month,DSL,3,Mailed check,1
16,75.41,1176.93,Month-to-month,DSL,3,Bank transfer,1
55,80.87,4488.83,Two year,Fiber optic,1,Electronic check,0
39,112.7,4486.82,Month-to-month,Fiber optic,1,Bank transfer,1
68,86.51,5889.79,One year,No,1,Bank transfer,0
59,89.09,5156.62,Month-to-month,DSL,1,Bank transfer,1
62,98.7,6147.61,Month-to-month,No,4,Bank transfer,1
13,31.63,391.43,Month-to-month,Fiber optic,1,Credit card,1
6,56.02,281.33,Month-to-month,No,0,Credit card,1
60,116.82,6969.23,Month-to-month,No,1,Electronic check,0
14,112.29,1534.21,Month-to-month,DSL,0,Mailed check,1
54,108.41,5783.46,Month-to-month,DSL,4,Credit card,1
4,65.21,257.68,One year,Fiber optic,2,Mailed check,0
39,105.72,4214.46,Month-to-month,DSL,2,Electronic check,1
25,24.84,566.03,Month-to-month,No,0,Bank transfer,0
32,34.85,1205.12,One year,DSL,3,Mailed check,0
59,61.4,3632.82,Month-to-month,No,1,Credit card,1
63,68.34,4300.73,Two year,DSL,4,Mailed check,0
38,46.35,1745.23,Two year,DSL,1,Credit card,1
53,55.65,2909.02,One year,No,4,Mailed check,0
67,36.28,2445.19,One year,DSL,1,Credit card,0
28,68.91,1955.67,Month-to-month,DSL,2,Bank transfer,0
3,99.38,176.9,Month-to-month,DSL,1,Mailed check,1
22,86.14,2022.14,One year,No,3,Electronic check,0
38,30.78,1079.06,Month-to-month,Fiber optic,3,Mailed check,1
62,68.76,4236.89,Month-to-month,No,1,Credit card,0
57,89.76,4988.67,One year,Fiber optic,1,Mailed check,1
6,72.99,424.54,One year,DSL,0,Electronic check,0
32,59.17,1870.29,Month-to-month,DSL,3,Bank transfer,0
10,82.19,796.33,Month-to-month,DSL,1,Mailed check,1
3,116.86,365.81,Month-to-month,Fiber optic,4,Bank transfer,1
59,29.49,1727.77,One year,Fiber optic,1,Bank transfer,1
49,59.0,2918.0,Month-to-month,DSL,4,Bank transfer,1
59,60.66,3517.11,Two year,DSL,1,Credit card,0
31,77.7,2412.47,One year,DSL,5,Mailed check,0
69,35.22,2398.42,Month-to-month,DSL,3,Mailed check,0
62,37.66,2316.67,Month-to-month,DSL,2,Electronic check,1
52,48.54,2537.4,Month-to-month,DSL,1,Bank transfer,1
41,115.59,4713.85,Two year,DSL,1,Credit card,0
31,93.41,2890.48,Month-to-month,No,0,Credit card,1
22,86.17,1838.01,One year,DSL,3,Electronic check,1
4,101.7,461.56,Month-to-month,No,4,Mailed check,1
13,32.76,462.27,Month-to-month,Fiber optic,3,Mailed check,1
45,105.93,4772.0,Two year,Fiber optic,1,Credit card,0
42,79.48,3326.16,Month-to-month,DSL,0,Credit card,1
49,53.53,2617.89,One year,Fiber optic,0,Electronic check,1
20,101.59,2085.41,Month-to-month,DSL,1,Credit card,0
54,100.26,5446.73,One year,DSL,4,Credit card,1
36,104.57,3819.09,One year,No,4,Electronic check,1
1,31.55,14.46,Two year,Fiber optic,0,Bank transfer,1
15,116.94,1778.21,Month-to-month,DSL,4,Credit card,1
17,115.96,2030.8,Month-to-month,Fiber optic,1,Mailed check,1
24,55.75,1291.62,Month-to-month,DSL,1,Bank transfer,1
58,26.59,1492.73,Month-to-month,Fiber optic,1,Credit card,0
23,36.71,857.99,One year,Fiber optic,3,Bank transfer,0
46,119.28,5425.27,Month-to-month,DSL,0,Credit card,0
8,76.3,519.62,Month-to-month,DSL,2,Mailed check,1
